state,county,tract,med_house_val,med_room,med_yrBuilt,r_se_nat,r_ed_nat,lfpr,r_he_nat,jobs_idx,schl_idx,ur,pct_ba,pct_hs,pop,white,black,CBSA,area
39,35,101101,68000,4.1,1939,2,2,0.571428571,3,58.32922042,9,0.108163265,0.144244105,0.55963939,2243,737,657,17460,305989
39,35,101102,191800,4.6,1939,35,8,0.753004949,26,48.5742715,10.50059228,0.041627543,0.502252849,0.442618606,4800,3502,296,17460,1324748
39,35,101200,169200,3.5,1952,6,8,0.535945073,5,75.04059329,3,0.07611153,0.275767293,0.53962437,2867,1757,593,17460,1298153
39,35,101300,78300,4.4,1939,20,5,0.623062616,29,38,11,0.064676617,0.167355372,0.701790634,1830,995,670,17460,626777
39,35,101400,60600,5.2,1939,7,2,0.630246502,20,36.51571754,7.46332574,0.183846971,0.084802687,0.675062972,2071,1091,724,17460,1279080
39,35,101501,56400,5.2,1939,7,3,0.57367829,17,45,9,0.109803922,0.120207927,0.598440546,2169,1255,524,17460,507349
39,35,101603,60700,5.9,1939,2,2,0.700052715,3,50.14123837,7.019830028,0.243222892,0.095657646,0.718691001,2672,1534,623,17460,618190
39,35,101700,53200,5,1939,8,1,0.645556691,3,56.80159884,3.663517442,0.173259494,0.041296061,0.724269377,2622,1009,1263,17460,726454
39,35,101800,77700,5.1,1939,1,3,0.565052232,1,61.91876275,3.70564242,0.160504202,0.139953542,0.531939605,2713,1551,854,17460,746636
39,35,101901,90600,5.6,1939,18,5,0.613924051,4,71.54137116,3.328014184,0.024484536,0.126134301,0.558076225,1574,1039,227,17460,506548
39,35,102101,69900,5.5,1939,4,2,0.643241167,12,49.56186548,4,0.162985075,0.067451335,0.698958805,3227,1963,828,17460,683351
39,35,102102,59200,5.1,1945,14,7,0.575729927,10,63.25796178,4,0.122820919,0.120206068,0.66571265,2565,1641,574,17460,823034
39,35,102200,81300,5.5,1939,16,5,0.597616112,8,56.76036364,4,0.070839065,0.189079879,0.619312437,3093,1500,619,17460,889239
39,35,102300,60700,5.9,1939,6,2,0.647097195,5,53.56154183,2.838370565,0.07358871,0.093043478,0.712173913,2184,1274,501,17460,454668
39,35,102401,51500,5.7,1939,5,2,0.556890013,29,53,1,0.116912599,0.067314884,0.599850411,2093,1404,344,17460,518099
39,35,102402,70900,5.8,1939,4,2,0.583333333,6,54.44369231,2.074461538,0.18507808,0.107157807,0.587693596,3908,1581,1123,17460,666530
39,35,102700,45200,5.6,1939,4,2,0.504901961,1,64.59916539,38,0.064724919,0.077849117,0.666934189,3995,2688,835,17460,1990073
39,35,102800,55300,5.6,1939,2,1,0.543209877,1,72.67285156,49,0.151069519,0.028275212,0.52403393,1894,988,454,17460,451379
39,35,102900,62300,5.5,1939,4,1,0.652202937,11,79.82100969,5,0.16171955,0.076736672,0.675282714,1924,1357,289,17460,514701
39,35,103100,166200,5.5,1939,29,5,0.633909287,16,90,11,0.015332198,0.51558753,0.435251799,1294,851,213,17460,669059
39,35,103300,193900,3.5,1979,2,8,0.794170137,65,99,16,0.196254682,0.353881279,0.49391172,2481,635,1589,17460,499678
39,35,103400,136900,5.6,1939,5,8,0.649382716,14,83.15306859,7.246570397,0.10418251,0.302844395,0.54099275,2369,1721,548,17460,661423
39,35,103500,146200,5.5,1939,50,8,0.759393064,3,88.21655729,28.16052499,0.050428164,0.521772939,0.3437014,1545,1210,197,17460,827823
39,35,103602,278700,3.5,1943,45,16,0.674666667,36,95.7728949,14.65365704,0.072134387,0.526388889,0.339930556,3303,2420,580,17460,2308486
39,35,103800,50800,5.4,1939,9,1,0.473167045,4,87.35072755,5.231309584,0.041533546,0.198975235,0.464560205,1503,1147,160,17460,876140
39,35,103900,72500,5.8,1939,6,3,0.544403893,14,92.51322233,3.008814887,0.110614525,0.144010767,0.554508748,2287,1395,328,17460,993343
39,35,104100,99300,4.4,1939,10,3,0.662068966,9,94.57899543,10.71050228,0.135416667,0.362355954,0.463508323,968,641,111,17460,684848
39,35,104200,292000,4.2,1950,35,15,0.802469136,26,98.48206474,12,0.006593407,0.508256881,0.393577982,1351,756,438,17460,1489450
39,35,104300,307000,4.4,1939,72,23,0.859366892,34,97.44728634,13,0.061594203,0.662092624,0.304173814,2114,1725,222,17460,478370
39,35,104400,161300,5.8,1939,25,11,0.689409369,5,94.55807744,9.209612817,0.032496307,0.414046122,0.395178197,1187,950,180,17460,1128440
39,35,104600,61500,5.2,1939,1,1,0.552702703,15,84.62184874,9,0.251833741,0.061349693,0.713190184,1024,504,266,17460,381316
39,35,104800,70200,5.5,1939,8,1,0.593357934,8,87.86770245,9.978813559,0.166028097,0.261580381,0.493188011,1701,1235,242,17460,3254982
39,35,104900,63800,5.9,1939,3,1,0.582028986,4,75.35940634,4.73084637,0.166334661,0.071001991,0.598540146,2328,1295,400,17460,626605
39,35,105100,39800,5.2,1939,8,2,0.550237718,12,54.0646438,29.31609499,0.212557604,0.104104478,0.595149254,4483,3112,344,17460,2384879
39,35,105300,56600,5.8,1939,3,2,0.500957488,2,61.59493302,17.04076878,0.075688073,0.081982399,0.532654006,3268,1986,270,17460,645693
39,35,105400,60000,5.9,1939,8,1,0.606995885,5,53.54388371,5.309105869,0.103050847,0.118259224,0.687795648,3286,2168,658,17460,1054780
39,35,105500,55800,5.3,1939,7,1,0.69292697,2,63.87055016,4.935275081,0.159432387,0.061438965,0.663702506,2264,1506,342,17460,428561
39,35,105602,54100,5.2,1939,2,1,0.55026455,14,70.64493759,13.39389736,0.143356643,0.06031746,0.593015873,2565,1326,773,17460,1747816
39,35,105700,76000,4.8,1951,5,5,0.574582339,5,60.69219688,16.00768307,0.133437175,0.173210162,0.622896734,4078,2678,596,17460,1634693
39,35,105900,83700,5.6,1941,33,8,0.681170293,35,33.51448787,24,0.079845815,0.135993485,0.679153094,3131,2676,130,17460,1543651
39,35,106100,86200,5.9,1949,30,8,0.629241209,52,48.07365116,25,0.069607843,0.200359712,0.701079137,3683,3047,230,17460,1615662
39,35,106200,74000,5.6,1943,25,5,0.666666667,50,37.43352443,24,0.050626808,0.139543183,0.63668808,3993,2713,128,17460,1047171
39,35,106300,70400,5.6,1939,9,5,0.558562992,16,33.55209841,24.51736614,0.071365639,0.167054715,0.68975553,2662,2158,263,17460,1204937
39,35,106400,71100,5.8,1939,47,5,0.76581576,33,31,24,0.110144928,0.147410359,0.714475432,1076,835,85,17460,244950
39,35,106500,78100,5.7,1945,46,7,0.734962406,58,29.98174603,24,0.097826087,0.146300448,0.655829596,2622,1822,289,17460,1295734
39,35,106600,73000,5.6,1939,39,10,0.736881842,20,26.66573557,24,0.057889344,0.188131868,0.64043956,3491,2383,590,17460,1569869
39,35,106800,64800,5.3,1939,5,8,0.60845666,5,37,28,0.198179272,0.115075377,0.669346734,3044,2009,358,17460,599242
39,35,106900,104400,5.6,1944,31,7,0.747137717,35,57.48129106,17.58697515,0.018388792,0.319967923,0.605052125,3391,2608,475,17460,1269788
39,35,107000,105700,5.8,1972,77,9,0.595876289,44,81,14,0.07727797,0.232745962,0.641703377,1642,1285,104,17460,2861378
39,35,107101,369200,3.2,1939,38,9,0.465997542,42,99,23,0.051868132,0.391383812,0.384334204,4889,2575,2061,17460,4345581
39,35,107701,240200,2.9,1939,15,27,0.771454937,31,99,24.21604938,0.054226475,0.664484452,0.246726678,3321,2204,589,17460,1994832
39,35,107802,306500,3,1974,3,13,0.543651816,27,99,24,0.074797523,0.337187617,0.499067512,3969,1689,1244,17460,1530721
39,35,108201,41100,4.1,1939,39,6,0.542075736,12,97.29615953,11.88847858,0.062095731,0.329554656,0.320647773,1561,877,409,17460,2073406
39,35,108301,45500,3.7,1939,19,3,0.607171964,10,98.62477231,21.87431694,0.036241611,0.15375982,0.548821549,1309,570,341,17460,1370770
39,35,108400,84300,5.2,1939,14,4,0.450101833,6,98.55699272,17,0.061085973,0.113507378,0.659477866,1228,375,266,17460,558183
39,35,108701,89200,4.5,1939,1,3,0.589885567,3,98.59845208,13.16594582,0.232790989,0.088456435,0.638655462,4518,238,4148,17460,1456360
39,35,109301,89400,3.2,1959,1,3,0.45508982,1,99,22,0.260964912,0.105263158,0.637770898,1061,134,822,17460,762868
39,35,109701,NA,4.5,2002,1,2,0.402810304,47,97.25542495,0.255424955,0.554263566,0.00295858,0.772189349,2410,488,1798,17460,763771
39,35,109801,NA,4.3,1961,1,1,0.577034884,40,97,0,0.347607053,0.005655042,0.714420358,2322,53,2251,17460,745959
39,35,110501,63200,4.8,1939,1,1,0.510998308,1,94.50058754,1.001175088,0.208609272,0.070281124,0.642570281,681,285,324,17460,1209120
39,35,110801,42200,5.3,1939,8,1,0.518120805,4,92.77097506,0.819349962,0.165803109,0.043478261,0.644927536,955,580,309,17460,739055
39,35,110901,31900,5.7,1939,2,1,0.520729685,2,89.74564797,4.117988395,0.175159236,0.087872559,0.647995889,3047,1611,1119,17460,3330260
39,35,111202,47400,4.9,1939,4,4,0.622437972,1,92.8067867,4.257617729,0.294627383,0.066496164,0.744245524,1050,375,639,17460,2894882
39,35,111401,32700,5.1,1939,1,3,0.564903846,1,85.5235435,1,0.165957447,0.072340426,0.641134752,1196,10,1177,17460,678383
39,35,111500,33300,4.9,1939,1,2,0.512696493,1,96,5.272264631,0.139150943,0.105263158,0.608187135,1040,363,601,17460,320766
39,35,111600,41200,5.2,1939,2,1,0.518394649,6,95.41327434,2,0.190322581,0.018145161,0.705645161,860,131,729,17460,330102
39,35,111700,56100,5.6,1939,3,4,0.633682207,2,94,1.576210826,0.232732733,0.105322763,0.620611552,1315,138,1048,17460,397221
39,35,111800,29100,6,1939,1,2,0.484536082,6,95,1,0.34893617,0.011037528,0.717439294,675,27,602,17460,282767
39,35,111902,49400,5.7,1939,1,3,0.558635394,2,93,1,0.305343511,0.039787798,0.639257294,640,14,598,17460,470062
39,35,112100,27100,3.6,1939,1,2,0.274426508,2,97,3.019296254,0.19504644,0.080074488,0.716945996,1394,82,1265,17460,594528
39,35,112200,46600,6,1939,2,1,0.617148554,7,96,1,0.219709208,0.120516499,0.680057389,1235,25,1196,17460,499511
39,35,112301,94000,3.9,1965,1,1,0.384485666,2,97.72039243,4.478626489,0.342105263,0.07879925,0.616322702,1444,257,1160,17460,671706
39,35,112400,84000,5.2,1959,9,1,0.591216216,7,98,0,0.11047619,0.162269129,0.654353562,1181,40,1112,17460,659299
39,35,112500,NA,5.3,1953,1,1,0.594348222,9,97,0,0.292944785,0.158783784,0.596846847,1308,72,1193,17460,487638
39,35,112600,40500,5,1972,1,2,0.546075085,2,97,14,0.228125,0.079470199,0.626931567,838,0,802,17460,314204
39,35,112800,NA,4.6,1939,4,1,0.42765685,24,98,0,0.248502994,0.186011905,0.449404762,993,13,915,17460,553020
39,35,113101,223700,3.6,1949,1,2,0.265116279,6,98.44351464,8.347280335,0.187134503,0.072026801,0.56281407,656,82,546,17460,1779665
39,35,113500,49800,6.4,1939,3,3,0.556944444,14,98,19,0.044887781,0.062686567,0.767164179,866,24,800,17460,492820
39,35,113600,NA,5.3,1939,6,1,0.542274052,2,97,31,0.255376344,0.065843621,0.703703704,803,52,745,17460,864071
39,35,113801,73500,4.6,1993,1,1,0.646793135,31,97.36087606,0,0.238826816,0.050108932,0.681917211,1693,119,1574,17460,1481029
39,35,114100,23400,4.5,1975,1,1,0.546407186,6,98,2,0.320547945,0.04288499,0.653021442,894,4,890,17460,793512
39,35,114300,32500,4.4,1968,1,1,0.530895334,54,94,2,0.394299287,0.032534247,0.741438356,1605,13,1586,17460,531322
39,35,114501,30900,5.7,1939,4,3,0.451086957,4,92.35792549,19.44923302,0.152610442,0.143667297,0.691871456,708,46,661,17460,3143853
39,35,114600,38800,5.3,1939,3,1,0.529829545,6,93.44158879,4.46728972,0.152815013,0.069204152,0.709342561,945,373,572,17460,1388891
39,35,114700,NA,5.4,1997,1,1,0.619469027,41,95,2,0.233333333,0.031620553,0.833992095,569,0,569,17460,697618
39,35,114900,31200,5.4,1939,1,1,0.504739336,9,90.61255116,2.627557981,0.211267606,0.081128748,0.641975309,1676,589,992,17460,909102
39,35,115100,35100,4.9,1939,2,1,0.566094854,6,89,2,0.080213904,0.063157895,0.643421053,1317,717,505,17460,321356
39,35,115200,70200,5.1,1939,4,1,0.624821683,10,89,2,0.082191781,0.226443769,0.671732523,816,250,462,17460,340107
39,35,115300,48300,5.6,1939,3,1,0.703703704,3,85,10,0.221052632,0.135245902,0.711065574,983,198,613,17460,1099211
39,35,115400,57900,5.2,1939,4,1,0.562433862,8,87,2.63032967,0.213546566,0.076664425,0.667114997,2129,796,1139,17460,704153
39,35,115700,35300,5.1,1939,4,1,0.56952381,9,86.51483051,2,0.093645485,0.137744035,0.684381779,1423,609,777,17460,884730
39,35,115800,42600,5.8,1939,4,1,0.574291939,15,81.31432114,1.768753875,0.196509863,0.032586558,0.735234216,3065,1188,1614,17460,1495069
39,35,115900,66800,5.9,1939,7,1,0.56097561,7,76.34268592,3,0.16563147,0.135122411,0.731167608,3234,1336,1680,17460,1274054
39,35,116100,55000,6.2,1944,2,3,0.599659284,2,77.55031447,0,0.204545455,0.190064795,0.561555076,897,20,873,17460,309158
39,35,116200,56300,5.8,1953,3,1,0.671232877,1,68.57853403,5.157068063,0.160997732,0.180327869,0.621129326,703,18,673,17460,471535
39,35,116300,46800,5.4,1939,2,2,0.632007233,4,60.06548673,12,0.276108727,0.097768332,0.775770457,1351,18,1323,17460,544151
39,35,116400,48900,5.5,1939,1,3,0.542510121,1,85.95384615,0.888963211,0.236673774,0.111805556,0.616666667,2184,38,2096,17460,840163
39,35,116500,34800,5.5,1939,1,3,0.517029592,1,77.722715,1.820285384,0.144708423,0.06873065,0.755417957,2288,60,2203,17460,808329
39,35,116600,33500,5.6,1939,2,1,0.472556894,3,67.50893876,10,0.229461756,0.046458492,0.683168317,1953,35,1882,17460,878404
39,35,116700,47600,5.8,1939,1,3,0.592730662,9,51.13114754,7.163934426,0.13836478,0.084821429,0.776785714,1509,8,1311,17460,1068570
39,35,116800,60100,5.4,1939,5,1,0.508455468,6,59.06410256,14.02350427,0.189578714,0.088446215,0.748207171,2155,91,1941,17460,821717
39,35,116900,50100,5.3,1939,1,3,0.530442804,7,40.37853107,1.259887006,0.16173913,0.061784897,0.693363844,1317,32,1276,17460,707640
39,35,117101,68600,5.4,1939,8,7,0.727155727,1,49.13245033,2,0.105309735,0.168123739,0.694014795,2165,391,1484,17460,945003
39,35,117102,46400,5.4,1939,1,2,0.582474227,1,47.59851608,1.197032152,0.168141593,0.077355837,0.76652602,1040,36,977,17460,993452
39,35,117201,NA,3.2,1971,1,4,0.345163807,39,42.71300716,11.14797136,0.058757062,0.140492531,0.647557529,2708,713,1995,17460,825626
39,35,117202,64500,5.1,1939,6,7,0.654545455,5,43.41535112,3.07675558,0.094444444,0.154623155,0.763791764,1733,319,1342,17460,1664078
39,35,117300,49800,5.8,1939,2,1,0.517734251,2,42.34379845,0.646124031,0.248466258,0.060264901,0.733112583,2484,271,2097,17460,1392876
39,35,117400,46500,5.5,1939,2,1,0.61019879,5,42.51940492,2,0.145892351,0.059151786,0.659598214,1403,210,1141,17460,748325
39,35,117500,52600,5.1,1939,10,1,0.714853453,4,39.4444042,4.301702282,0.277275886,0.059775841,0.609589041,2510,288,2019,17460,1258628
39,35,117600,69200,5.4,1939,13,12,0.687133494,16,45.60249671,14.80354796,0.124497992,0.117647059,0.756055363,3563,856,2518,17460,1710983
39,35,117700,91800,5.2,1947,12,12,0.583018449,41,45.84976526,23.12614819,0.082348456,0.270769231,0.620769231,5393,2440,2403,17460,1882487
39,35,117800,60500,5.3,1939,3,4,0.62894888,7,46.34267762,9.582890285,0.225570776,0.082548878,0.715423606,2250,343,1776,17460,2278533
39,35,117900,52400,5.2,1939,7,2,0.630099228,3,34.08815427,4.667060213,0.065616798,0.102702703,0.779054054,2331,89,2020,17460,1191218
39,35,118101,84200,6,1939,4,5,0.585660377,1,90.32837967,1,0.128865979,0.139378673,0.634760705,1719,94,1546,17460,622706
39,35,118200,44500,6.1,1939,3,5,0.613095238,7,87.53593527,0.752022846,0.201725998,0.119426752,0.695859873,1991,0,1954,17460,632085
39,35,118301,83200,6.4,1939,7,7,0.567895003,5,94.15687852,16.93966211,0.099555556,0.266406758,0.591293047,2532,221,2247,17460,932786
39,35,118400,50200,5.5,1939,4,2,0.445631068,10,81.36851016,6.386004515,0.130718954,0.134249471,0.697674419,1203,18,1137,17460,491819
39,35,118500,55900,5.7,1939,3,10,0.607476636,8,89.39738431,9.452716298,0.282051282,0.087336245,0.731441048,805,8,792,17460,349269
39,35,118602,35500,3.9,1939,1,2,0.492113565,2,96.57905138,14.84189723,0.112820513,0.082201573,0.692637598,2052,120,1810,17460,435037
39,35,118700,110600,3.2,1939,11,12,0.405106607,2,95.35335689,17.29328622,0.095516569,0.505717916,0.376111817,3814,2369,561,17460,1310676
39,35,118800,200700,3.5,1942,27,11,0.480557594,40,93.64070107,28.29243752,0.066412214,0.569219958,0.370344343,2779,1769,254,17460,1148052
39,35,118900,164400,4.1,1990,10,3,0.607629428,4,97,14,0.11509716,0.307103825,0.390163934,1331,299,915,17460,863293
39,35,119100,NA,3,1949,50,9,0.272727273,2,97,17,0,0.571428571,0.396825397,99,41,21,17460,782213
39,35,119202,107100,4.6,1940,4,11,0.230859835,2,96,12,0.270408163,0.22375,0.5375,923,310,570,17460,735117
39,35,119300,35200,4.4,1939,1,4,0.508032845,2,94.84658455,21.68980963,0.248770204,0.073078538,0.69298614,3869,140,3633,17460,1166765
39,35,119401,79800,5.4,1943,15,15,0.593658537,9,91.05344585,22.76840131,0.101889893,0.340987371,0.548220436,2345,314,1622,17460,690578
39,35,119402,52700,5,1939,3,6,0.58444619,10,84.74436937,17,0.15188172,0.107276119,0.705223881,1513,23,1490,17460,422308
39,35,119501,125000,4.5,1947,38,62,0.685387911,11,75.05126183,35.93375394,0.097222222,0.536165327,0.354764638,2223,969,1114,17460,494679
39,35,119502,68100,3.6,1941,5,8,0.582535211,19,82,10,0.155705996,0.228901032,0.566484517,1923,294,1483,17460,345290
39,35,119600,69400,5.2,1939,5,5,0.521345408,5,86.05916942,20,0.150124069,0.151023289,0.624558927,1690,92,1588,17460,1235360
39,35,119701,84100,5.7,1950,5,45,0.551769332,5,63.04146101,46,0.144893112,0.234234234,0.697447447,1996,73,1851,17460,518391
39,35,119702,48200,5.6,1939,1,4,0.580114449,7,75.19712618,17,0.339087546,0.110845295,0.756778309,1680,68,1612,17460,529612
39,35,119800,44600,5.6,1939,2,1,0.649415693,1,58.33489874,3.834164955,0.145244216,0.142558747,0.737336815,2864,49,2685,17460,1008634
39,35,119900,56800,5,1939,3,1,0.492724868,3,39.11204235,10.0798412,0.24966443,0.067018072,0.810240964,1838,62,1696,17460,571975
39,35,120200,60400,5.2,1939,1,4,0.566537468,4,89.6184669,28.85888502,0.242873432,0.081444759,0.782577904,2183,90,1958,17460,717615
39,35,120400,40400,5.4,1939,1,1,0.558682953,3,80.65466448,10,0.349809886,0.072882469,0.769533815,2269,78,2159,17460,923990
39,35,120500,36700,5.9,1939,1,1,0.486616335,11,75.13434089,12.71830395,0.163610719,0.098874598,0.798231511,1839,13,1812,17460,735870
39,35,120600,34900,5.2,1939,6,1,0.517444981,9,62.71611342,4.345781466,0.149377593,0.09475032,0.7631242,2474,25,2411,17460,910792
39,35,120701,41100,5.4,1939,1,1,0.517328825,1,47.50151607,1.30624621,0.14379085,0.094746717,0.76641651,1271,56,1209,17460,615648
39,35,120702,47700,6.3,1939,3,1,0.49260355,3,42.3431807,1.295420975,0.156156156,0.067906225,0.666936136,1726,14,1674,17460,622383
39,35,120801,55000,5.5,1939,11,2,0.564766839,16,34,2,0.143730887,0.077848101,0.789240506,2292,48,2169,17460,617738
39,35,120802,51000,5.5,1939,4,1,0.572472594,6,35.41363636,2.172727273,0.079787234,0.056980057,0.801282051,2146,17,2085,17460,637566
39,35,121100,54100,5.4,1939,3,1,0.608004709,3,46.97111597,0,0.17231365,0.046043165,0.724460432,2109,4,2105,17460,668111
39,35,121200,52900,6.4,1939,3,1,0.559366755,3,38.87358277,1,0.218553459,0.076628352,0.705938697,1327,2,1306,17460,462510
39,35,121300,49800,5.5,1939,1,1,0.504080352,1,61.42706503,1.225834798,0.268991283,0.070682731,0.706827309,2004,94,1899,17460,1329037
39,35,121401,46900,5.5,1943,2,1,0.601954397,14,47.61481056,0,0.121212121,0.070231445,0.794892259,2088,12,1961,17460,782322
39,35,121403,45600,5.7,1941,4,1,0.472,3,53.4306389,0,0.102754237,0.125213432,0.725668754,2269,50,2195,17460,1018584
39,35,121500,56700,5.8,1942,6,1,0.462241462,14,43.10179236,0.280689888,0.127991675,0.074650913,0.769602578,2436,91,2269,17460,877497
39,35,121700,66500,6.3,1948,15,3,0.637076449,38,43.66551633,7.257233873,0.182417582,0.177461996,0.685062789,4527,3,4363,17460,1212821
39,35,121800,67900,6,1952,14,2,0.571750563,11,61.98643868,23.73761792,0.156373193,0.15270936,0.708538588,1462,0,1428,17460,665199
39,35,121900,60200,5.3,1952,9,1,0.497858672,30,51,8,0.230107527,0.11575179,0.682577566,1216,106,1107,17460,716264
39,35,122100,63600,5.7,1954,11,4,0.550390348,38,66.1069202,11.22568579,0.186976144,0.156237049,0.732283465,3421,221,2934,17460,1615046
39,35,122200,52700,5.4,1957,6,2,0.5944334,12,61.43176856,8,0.177257525,0.111029412,0.713970588,1842,40,1691,17460,1884139
39,35,122300,58000,5.4,1955,4,1,0.555780933,5,69.43583028,18,0.149635036,0.075697211,0.725896414,1651,50,1576,17460,1541653
39,35,123100,155900,6.1,1946,92,60,0.708312838,70,31.10634856,68.15851193,0.029166667,0.446333688,0.494155154,2459,2393,33,17460,1180864
39,35,123200,111500,5.8,1946,62,45,0.739625712,50,33.21961835,57.79544694,0.044554455,0.336572438,0.557420495,2779,2415,161,17460,1425415
39,35,123400,145400,6.1,1939,70,63,0.603442879,71,46.52960437,67.89358799,0.06120332,0.407524613,0.526019691,3746,3320,101,17460,2520834
39,35,123501,70000,5.3,1939,8,9,0.597137746,22,34.26191844,25.83946008,0.08687837,0.073666384,0.739204064,3937,2316,796,17460,2025152
39,35,123502,103500,4.5,1947,25,38,0.681328966,40,41.55710192,54.58984855,0.060155697,0.194153337,0.607832322,2571,1582,578,17460,753608
39,35,123601,115000,6.6,1942,57,29,0.732866618,61,73.30875258,51.95692626,0.063851181,0.30964467,0.619712352,3210,2623,243,17460,1276785
39,35,123602,117700,5.2,1963,16,18,0.575224857,25,67.03397735,32.96602265,0.066808813,0.223053234,0.630884294,2752,2054,132,17460,2293820
39,35,123603,125000,6,1939,71,30,0.679378008,59,60.67310087,57.18306351,0.028882834,0.293208621,0.623830826,3090,2607,265,17460,1599579
39,35,123700,94800,5.5,1958,71,30,0.666069027,43,75.22593801,36,0.039030956,0.185074627,0.653233831,2678,1969,265,17460,3490713
39,35,123800,81600,4.8,1951,2,18,0.597411444,7,79.35180723,32.29156627,0.22690992,0.054375531,0.773152082,2547,855,1645,17460,1325019
39,35,123900,81700,5.8,1939,38,22,0.63528481,50,47.60507246,18.22463768,0.099003736,0.164634146,0.585365854,3246,2674,117,17460,853152
39,35,124100,64000,5.9,1939,20,11,0.691233348,22,48.8694771,3.62930685,0.098539012,0.104043266,0.623486995,6069,3942,668,17460,1153278
39,35,124201,71200,5.1,1951,42,18,0.687404386,39,58.78021555,26.53156274,0.147626113,0.129597198,0.716287215,2275,1578,311,17460,1584069
39,35,124202,80400,4.9,1956,10,7,0.51994302,39,73.97438952,16.55390113,0.085753804,0.128627451,0.676862745,1673,1177,370,17460,875939
39,35,124300,70200,5.3,1950,37,4,0.673696544,38,63.33828628,10.6072313,0.120434783,0.113055182,0.707604307,4423,2727,882,17460,1463837
39,35,124500,70800,5.5,1954,22,5,0.68081761,49,78.39583333,15.4375,0.061431871,0.133408919,0.727135299,3958,2479,693,17460,3557079
39,35,124600,55000,5.1,1952,18,2,0.575309491,20,75.09748111,11,0.170950389,0.053273688,0.752338349,3677,2420,822,17460,2820752
39,35,126100,54000,5,1960,21,4,0.515656771,22,28.31149733,6.251336898,0.083596215,0.11747713,0.754453539,2879,264,2487,17460,1775252
39,35,127501,47300,5.5,1940,3,1,0.510407632,5,66.67446271,2.886219975,0.125743415,0.07022607,0.754208754,2811,166,2620,17460,2208066
39,35,130103,285200,8.2,1965,96,90,0.626981839,97,37.45382236,99,0.020689655,0.682834646,0.286299213,4411,4264,107,17460,3625051
39,35,130104,294200,7.7,1959,97,90,0.657404381,96,62.8250478,99,0.010967099,0.741435269,0.241976199,4140,3933,45,17460,4082463
39,35,130105,174800,6.5,1954,94,89,0.692484663,80,68.74679213,99,0.011627907,0.678155967,0.313227057,3431,3314,11,17460,1679751
39,35,130106,209100,6.9,1954,87,85,0.751157407,83,63.64443797,99,0.008217771,0.564049587,0.399586777,3343,3096,48,17460,2437788
39,35,131102,318000,6.4,1969,75,45,0.621813031,80,92.51038218,68.66927475,0.043280182,0.578806427,0.387528692,3320,1809,1006,17460,7869515
39,35,131103,285300,7.7,1959,97,71,0.685659411,79,79.10859519,82.56446396,0.025210084,0.723623446,0.230550622,4212,3615,177,17460,3303080
39,35,131104,308600,4.1,1983,74,51,0.376855415,34,85.0079033,86.9916318,0.032822757,0.605820853,0.339926533,4131,3026,211,17460,2449335
39,35,132100,93900,5.4,1958,36,13,0.630897583,13,75.11546349,15.0607055,0.054719562,0.19682035,0.73990461,4402,1348,2821,17460,3891373
39,35,132200,93800,6.1,1954,38,20,0.583002383,46,80.92785235,20,0.059945504,0.246101365,0.65545809,3331,1431,1751,17460,3742063
39,35,132301,88300,4.7,1966,52,9,0.688993341,58,70.30514147,9.111347733,0.061398522,0.194253859,0.73542024,2981,1194,1749,17460,4353390
39,35,132302,79700,4.6,1955,26,11,0.649054142,7,83,20,0.073366834,0.199548193,0.68373494,1917,1071,776,17460,1878070
39,35,133103,110500,4.6,1964,13,4,0.60885486,32,90.36253041,22,0.063969382,0.129217791,0.771472393,3427,504,2724,17460,3354889
39,35,133104,66100,3.9,1972,11,6,0.6645,2,93,22,0.07599699,0.18616145,0.680395387,2383,589,1720,17460,3914409
39,35,134100,129800,5.3,1966,82,68,0.658340048,66,83,52,0.012239902,0.313815188,0.59926807,1474,964,277,17460,1797342
39,35,134203,170600,6.5,1993,94,69,0.749691231,77,60.85760941,71.14239059,0.024162548,0.428320141,0.546174142,3346,2912,90,17460,3812930
39,35,134204,135400,5.4,1954,36,71,0.64804623,69,68.99748916,66,0.053927813,0.301350883,0.620020783,4269,3628,341,17460,2317741
39,35,134205,135500,6.4,1962,82,73,0.645628799,73,33.61464497,69.40495562,0.05865315,0.344295992,0.60688592,2406,2216,75,17460,1777029
39,35,134206,127100,6.1,1958,68,77,0.626853377,72,55.01823093,65.55030385,0.024310118,0.338447653,0.588447653,2930,2724,64,17460,2499476
39,35,134300,134300,6.1,1955,52,71,0.571977459,32,86.2715713,66,0.050604568,0.333135392,0.522565321,4363,3710,361,17460,2589374
39,35,135103,220000,6.1,1973,92,91,0.615340909,50,65,94,0.027700831,0.556034483,0.42179803,2019,1910,40,17460,3523815
39,35,135104,287700,8.1,1973,98,95,0.618992472,87,73.93539737,93.31179912,0.053320861,0.59063396,0.38770309,4292,4059,121,17460,9956074
39,35,135105,306900,7.9,1985,86,93,0.67016291,80,85.54049028,96,0.056277056,0.606177606,0.383204633,5730,4853,404,17460,15582256
39,35,135106,292400,8.3,1976,96,93,0.678877631,88,86,96,0.083811711,0.57996633,0.408249158,1496,1399,0,17460,21504847
39,35,136101,183200,6,1976,85,90,0.77073663,71,16.63327896,95.27830343,0.015710919,0.449898671,0.53118667,6013,5701,54,17460,7151930
