state,county,tract,med_house_val,med_room,med_yrBuilt,r_se_nat,r_ed_nat,lfpr,r_he_nat,jobs_idx,schl_idx,ur,pct_ba,pct_hs,pop,white,black,CBSA,area
39,93,70902,63500,4.5,1979,35,9,0.649112064,38,12.73816482,20.29339568,0.088207547,0.128282071,0.780945236,3742,2769,805,17460,6866846
39,93,71000,62700,4.5,1939,11,23,0.576835731,1,21,38.52814645,0.137795276,0.103849597,0.724261415,1693,1329,231,17460,682852
39,93,71100,111100,6.5,1943,55,36,0.710067492,73,29.00360442,47.98490651,0.036831683,0.198675497,0.704304636,4425,3844,292,17460,2083562
39,93,71201,81900,5,1967,30,37,0.645334928,25,42.94369064,54.65535957,0.030583874,0.047585478,0.787099048,4194,3473,444,17460,1572777
39,93,71202,151800,6.6,1991,84,44,0.697722567,58,29.68012777,54.81451061,0.026706231,0.266866068,0.681289465,4041,3526,336,17460,3780372
39,93,71300,133300,5.7,1983,50,39,0.647906471,57,7.205576363,46.32667499,0.075954679,0.162532637,0.757832898,4438,4034,258,17460,6376732
39,93,71400,67400,5.4,1939,3,21,0.610615312,11,12.57716437,39,0.165384615,0.062536528,0.717708942,3299,1349,1698,17460,2464770
39,93,71500,145700,6.2,1958,42,20,0.517206478,53,15.12882839,41.96305299,0.039138943,0.090330789,0.740458015,2155,1940,134,17460,17586456
39,93,77100,173200,6.8,1964,83,45,0.619737285,72,13.2820726,75,0.020652174,0.283559578,0.667043741,3551,3523,28,17460,37121111
39,93,80101,135400,6.6,1975,72,37,0.667208672,73,16.4309417,76,0.043866775,0.264162562,0.674261084,2128,2061,40,17460,1948099
39,93,80103,141200,5.9,1981,57,45,0.692746536,71,6.549115044,69.68761062,0.029019608,0.293172691,0.600247142,4523,4315,51,17460,3066415
39,93,80104,138900,6.8,1971,71,40,0.618304363,70,6.860203241,76,0.037292025,0.147969441,0.722557298,3545,3469,29,17460,3376933
39,93,80500,224200,7,2006,94,46,0.70392123,74,13,62,0.022576687,0.352930301,0.575707155,7544,6697,99,17460,19733824
39,93,80600,153400,6.7,1973,52,52,0.68743023,67,11.23339254,73.88632327,0.061058785,0.224068479,0.686052367,5405,5052,193,17460,10783605
39,93,80700,223500,6.7,2004,91,58,0.606918239,84,22.62066658,62,0.019481865,0.436366154,0.534967456,10282,9584,342,17460,21755852
39,93,90100,201900,7.1,1964,63,39,0.651026393,86,34.47734874,76.29036181,0.073073073,0.24611399,0.70392302,3703,3630,6,17460,27286531
39,93,90200,206600,7.1,1971,77,54,0.601174935,94,31.20314583,84.03492402,0.034201954,0.285251799,0.645683453,3630,3554,0,17460,38766102
39,93,91100,170900,6.7,1978,66,36,0.617295902,78,25.4437106,75,0.023523262,0.215203819,0.681968417,3431,3090,194,17460,33383127
39,93,91200,149300,6.5,1959,35,38,0.498357719,80,16.62427874,75,0.088675854,0.112390925,0.732984293,3776,3262,368,17460,31320206
39,93,92100,235500,6.9,1974,77,34,0.654824772,78,9.066854611,56,0.030791789,0.17526345,0.770382696,2387,2343,6,17460,69146294
39,93,93100,208500,6.7,1963,72,39,0.646935201,91,34.23266564,47.7164869,0.063887385,0.2248,0.696,3284,3171,35,17460,117493744
39,93,94100,177800,6.3,1980,85,33,0.690312179,70,8.433914899,94,0.036170213,0.181786763,0.762916883,8401,8278,14,17460,123003289
39,93,95100,198700,6.9,1979,27,42,0.393963891,69,7.925771897,75,0.03248974,0.15758695,0.707756233,8359,6641,1309,17460,72918208
39,93,96100,135500,5.6,1971,46,49,0.573742378,74,36.80247509,21,0.081036201,0.210514738,0.707655081,6297,5943,4,17460,57347084
39,93,97100,202500,7.5,1971,86,44,0.574653465,70,1.903436989,39.52045827,0.05306685,0.231292517,0.707029478,2914,2853,17,17460,155385173
39,93,97200,169700,6.5,1994,71,24,0.667961444,57,47.26241873,39.34668401,0.045444756,0.248208035,0.68078013,8657,7246,695,17460,18645091
39,93,97300,51500,5.5,1939,3,12,0.514846743,9,2.030825023,45.59564823,0.11627907,0.018327606,0.736540664,2760,1550,928,17460,2199539
39,93,97400,329200,7.7,1996,92,93,0.616002879,72,22.47972247,95.5497899,0.022005842,0.581944259,0.391118816,10943,10416,22,17460,11376692
39,103,400100,318400,8,1983,96,87,0.620757576,82,28.25895893,85.22900863,0.027337076,0.417549435,0.561970339,7967,7779,5,17460,69162810
39,103,402000,280800,7.5,1985,88,61,0.61191056,93,36.85059489,93,0.023878437,0.285287528,0.656460045,5340,5283,21,17460,66582950
39,103,403001,205300,7.2,1977,92,39,0.672916667,80,6.857846154,93,0.028895769,0.209754163,0.705392546,3388,3325,9,17460,58608921
39,103,403002,253700,7.4,1995,93,68,0.688570291,94,23.36516661,93,0.045112782,0.399909625,0.553999096,3080,2930,48,17460,43680265
39,103,404000,240800,7.7,1979,97,78,0.683946981,90,30.91939547,52,0.04952627,0.377634262,0.591774303,4021,3869,0,17460,34288773
39,103,405000,283900,7.7,1979,87,87,0.628389155,89,35.24589426,97,0.025803723,0.448565633,0.481019994,4639,4442,20,17460,60210928
39,103,406000,287800,7.7,1990,87,79,0.671766342,85,34.60142007,99,0.004485852,0.434008762,0.532584885,5821,5705,1,17460,67313205
39,103,407000,301200,7.7,2001,96,81,0.676333022,91,9.622647794,94.80749376,0.020011117,0.452060645,0.514627376,6902,6493,112,17460,43239524
39,103,408001,159400,6.3,1965,61,69,0.676935887,71,49.22638081,75.20639535,0.051660517,0.403016121,0.569422777,2904,2744,4,17460,2959470
39,103,408002,268300,7.1,1991,81,82,0.469021424,79,66,89,0.030864198,0.462940462,0.504860267,2013,1977,0,17460,7011689
39,103,408003,198100,5.7,1993,83,75,0.618385346,68,49.35102452,65.62848505,0.029621503,0.418152992,0.53626635,3322,3171,25,17460,5706686
39,103,408100,181200,5.5,1993,38,63,0.720655738,52,52.43957992,68.96508456,0.034576888,0.315039878,0.6492594,7547,6755,321,17460,12189516
39,103,408201,172500,5.5,1988,60,62,0.659920182,55,58.44952607,84.21658768,0.047948164,0.242070117,0.682470785,4644,4384,101,17460,18658247
39,103,408202,205300,7,1990,84,71,0.698040227,59,12.1176364,96.3610658,0,0.398366321,0.568960101,4950,4905,12,17460,5867416
39,103,408301,232300,7.6,1988,95,76,0.737852185,78,35.01325967,85.96685083,0.007238307,0.594993295,0.388466696,3150,2835,74,17460,7318110
39,103,408302,203300,7.7,1987,88,79,0.713447099,82,8.545187506,83.57935964,0.018178339,0.502456454,0.471490249,9887,9195,394,17460,9756198
39,103,409001,195900,6.6,1976,72,39,0.620840153,71,7,79,0.032513181,0.173829378,0.758819756,2078,2036,0,17460,68208160
39,103,409002,174200,6.3,1973,69,32,0.637090328,72,9.652754591,79,0.029350105,0.191035549,0.731684699,4535,4346,34,17460,51590099
39,103,410000,173200,6.5,1977,60,45,0.639492754,16,5.122203512,62,0.033050047,0.198537477,0.693235832,4231,4223,2,17460,128279793
39,103,411001,171300,6.6,1978,82,42,0.691022965,79,41,79,0.083585096,0.154961832,0.736641221,1749,1744,0,17460,56588732
39,103,411002,130100,5,1965,20,41,0.614737685,52,25.10370112,79,0.050162866,0.110707804,0.735027223,2971,2886,8,17460,11563855
39,103,412000,187300,6.8,1976,84,32,0.666572478,86,52.16091395,79.49197861,0.027554048,0.278373266,0.683165195,4371,4271,55,17460,65721127
39,103,413000,179100,6.5,1974,72,37,0.672657512,75,42.09262558,87.12682579,0.032422696,0.250399452,0.698927186,6080,5960,5,17460,65076593
39,103,415100,221300,7.8,1992,93,87,0.732378855,85,21.77719113,84.6906019,0.005639098,0.435524652,0.519279393,4703,4470,77,17460,6396296
39,103,415200,164400,6.5,1975,78,87,0.665063649,67,12.92192263,87.07760844,0.036154828,0.28024819,0.665632541,4317,3964,59,17460,4673728
39,103,415300,149700,5.3,1983,72,84,0.653379549,60,3.107391304,80.67782609,0.022988506,0.263747811,0.681961471,4128,3959,14,17460,3702787
39,103,415400,167600,6.9,1975,77,82,0.680760499,76,2.552959161,82.12579166,0.024298282,0.208721704,0.727696405,4324,3986,193,17460,4103773
39,103,415800,216200,6.2,2002,93,87,0.781324528,84,4.946774921,84.36881672,0.016905377,0.357327586,0.618318966,7027,6648,94,17460,8914248
39,103,416000,158900,5.8,1976,67,78,0.720935412,81,12.39978772,83.46807005,0.015446401,0.246916752,0.68602261,5517,5220,65,17460,5989809
39,103,416100,162300,6.5,1973,78,78,0.697348292,85,8.663170882,89,0.017550274,0.207826087,0.730434783,4887,4504,124,17460,13445052
39,103,416200,208800,5.4,1994,54,79,0.67322239,59,10.80808081,85.99494949,0.049438202,0.276989105,0.617695609,4131,3601,369,17460,12814938
39,103,416300,189900,7.1,1977,82,87,0.750115473,84,2,84.5972329,0.023399015,0.301687764,0.654008439,2672,2571,51,17460,1932011
39,103,416400,170000,6.9,1977,66,85,0.586563307,64,2.037463127,86.43716814,0.037130271,0.206590621,0.726235741,3384,3261,2,17460,2749487
39,103,417000,176700,6.2,1985,85,81,0.645250623,82,25.06205505,90.86699098,0.018025751,0.396657467,0.577583563,9245,8860,149,17460,19477821
39,103,417100,177400,6.2,1976,97,79,0.668251855,63,14.46155066,74.72379895,0.016510105,0.444635933,0.537914692,6574,6270,104,17460,14048779
39,103,417200,175200,6.3,1977,77,78,0.682380355,62,0,76.65486336,0.059101655,0.360966465,0.590085399,7150,6918,111,17460,14399434
39,103,417300,166900,5.9,1967,58,77,0.676445211,76,26.07845519,91.83167355,0.033163265,0.303552949,0.641945498,4331,4191,12,17460,19337664
